,location,total_sqft,bath,price,bhk
4024,Kanakapura,551.0,1.0,30.0,1
4025,Kanakapura,1020.0,2.0,42.83,2
4026,Kanakapura,1699.0,3.0,97.0,3
4027,Kanakapura,1130.0,2.0,45.2,2
4028,Kanakapura,1476.0,3.0,75.0,3
4029,Kanakapura,1295.0,2.0,64.0,2
4030,Kanakapura,1160.0,2.0,46.39,2
4031,Kanakapura,1277.0,2.0,55.0,2
4032,Kanakapura,1151.0,2.0,59.0,2
4033,Kanakapura,945.0,2.0,47.0,2
4034,Kanakapura,1254.0,2.0,70.0,3
4035,Kanakapura,2200.0,3.0,121.0,3
4036,Kanakapura,1340.0,2.0,65.0,2
4038,Kanakapura,1450.0,3.0,75.0,3
4039,Kanakapura,1130.0,2.0,45.2,2
4040,Kanakapura,1283.0,2.0,68.0,2
4041,Kanakapura,2130.0,4.0,120.0,4
4043,Kanakapura,938.0,1.0,50.0,1
4044,Kanakapura,825.0,1.0,35.475,1
4045,Kanakapura,1489.0,2.0,70.0,3
4046,Kanakapura,1477.0,2.0,69.5,3
4047,Kanakpura Road,700.0,2.0,36.0,2
4048,Kanakpura Road,1665.0,3.0,88.0,3
4049,Kanakpura Road,950.0,2.0,57.0,2
4050,Kanakpura Road,2250.0,4.0,110.0,4
4052,Kanakpura Road,525.0,1.0,26.0,1
4054,Kanakpura Road,525.0,2.6926096474673513,21.53,1
4057,Kanakpura Road,525.0,1.0,27.25,1
4058,Kanakpura Road,1100.0,2.0,58.0,3
4059,Kanakpura Road,525.0,1.0,30.0,1
4061,Kanakpura Road,1339.0,2.0,75.0,2
4062,Kanakpura Road,1100.0,3.0,58.0,3
4063,Kanakpura Road,525.0,1.0,26.0,1
4065,Kanakpura Road,1843.0,3.0,95.84,3
4066,Kanakpura Road,1290.0,2.0,74.0,2
4068,Kanakpura Road,1665.0,3.0,86.58,3
4070,Kanakpura Road,1542.0,2.0,85.0,3
4071,Kanakpura Road,1300.0,2.0,69.0,3
4072,Kanakpura Road,900.0,2.0,46.0,2
4075,Kanakpura Road,900.0,2.0,46.0,2
4076,Kanakpura Road,900.0,2.0,46.0,2
4077,Kanakpura Road,1495.0,2.0,90.0,2
4080,Kanakpura Road,1560.0,3.0,92.0,3
4081,Kanakpura Road,1135.0,2.0,58.0,2
4083,Kanakpura Road,1420.0,2.0,75.0,3
4085,Kanakpura Road,825.0,1.0,36.29,1
4086,Kanakpura Road,983.0,2.0,50.6,2
4091,Kanakpura Road,1843.0,3.0,95.84,3
4093,Kanakpura Road,1366.0,3.0,76.85,2
4095,Kanakpura Road,525.0,1.0,25.0,1
4097,Kanakpura Road,2265.0,3.0,136.0,3
4103,Kanakpura Road,2200.0,3.0,130.0,3
4104,Kanakpura Road,525.0,1.0,30.0,1
4106,Kanakpura Road,1051.0,2.0,56.74,2
4107,Kanakpura Road,525.0,1.0,30.0,1
4112,Kanakpura Road,1300.0,3.0,69.0,3
4113,Kanakpura Road,700.0,2.0,40.0,2
4114,Kanakpura Road,458.0,1.0,19.695,1
4115,Kanakpura Road,1700.0,3.0,88.0,3
4118,Kanakpura Road,2775.0,3.0,165.0,4
4119,Kanakpura Road,1900.0,3.0,99.0,3
4120,Kanakpura Road,1290.0,2.0,80.0,2
4125,Kanakpura Road,1868.0,3.0,113.0,3
4127,Kanakpura Road,1366.0,2.0,83.0,2
4128,Kanakpura Road,700.0,2.0,40.0,2
4130,Kanakpura Road,1339.0,2.0,71.5,2
4132,Kanakpura Road,670.0,1.0,35.0,1
4139,Kanakpura Road,525.0,1.0,30.0,1
4142,Kanakpura Road,1498.0,3.0,95.0,3
4143,Kanakpura Road,525.0,2.6926096474673513,27.0,1
4144,Kanakpura Road,1665.0,3.0,86.91,3
4145,Kanakpura Road,1665.0,3.0,86.58,3
4146,Kanakpura Road,712.0,1.0,38.44,1
4150,Kanakpura Road,1507.0,2.0,95.0,3
4154,Kanakpura Road,1339.0,2.0,85.0,2
4155,Kanakpura Road,525.0,1.0,27.0,1
4156,Kanakpura Road,525.0,1.0,27.5,1
4158,Kanakpura Road,525.0,1.0,26.25,1
4160,Kanakpura Road,525.0,1.0,26.0,1
4161,Kanakpura Road,1050.0,2.0,59.0,3
4162,Kanakpura Road,1600.0,3.0,90.0,3
4163,Kanakpura Road,525.0,2.6926096474673513,29.25,1
4165,Kanakpura Road,800.0,2.6926096474673513,41.145,2
4168,Kanakpura Road,1100.0,3.0,56.57,3
4171,Kanakpura Road,1843.0,3.0,96.2,3
4175,Kanakpura Road,1240.0,2.0,65.0,2
4179,Kanakpura Road,700.0,2.0,41.0,2
4183,Kanakpura Road,700.0,1.0,41.0,2
4185,Kanakpura Road,1100.0,3.0,58.0,3
4186,Kanakpura Road,1140.0,2.0,65.0,2
4188,Kanakpura Road,700.0,2.0,40.0,2
4191,Kanakpura Road,525.0,1.0,26.01,1
4195,Kanakpura Road,1322.0,2.0,70.0,2
4196,Kanakpura Road,1698.0,2.0,105.0,2
4197,Kanakpura Road,1300.0,3.0,69.0,3
4198,Kanakpura Road,1300.0,3.0,69.0,3
4200,Kanakpura Road,1167.0,2.0,63.0,2
4204,Kanakpura Road,1300.0,3.0,69.0,3
4209,Kanakpura Road,1430.0,2.0,78.0,2
4210,Kanakpura Road,700.0,2.0,36.0,2
4213,Kanakpura Road,525.0,2.6926096474673513,27.0,1
4215,Kanakpura Road,1100.0,3.0,58.0,3
4220,Kanakpura Road,1300.0,2.0,69.0,3
4221,Kanakpura Road,2000.0,3.0,105.0,3
4222,Kanakpura Road,1200.0,2.0,62.0,2
4224,Kanakpura Road,1843.0,3.0,95.0,3
4227,Kanakpura Road,900.0,2.0,46.29,2
4228,Kanakpura Road,850.0,1.0,37.32,1
4230,Kanakpura Road,525.0,1.0,30.0,1
4231,Kanakpura Road,1938.0,3.0,105.0,3
4232,Kanakpura Road,1843.0,3.0,96.2,3
4233,Kanakpura Road,525.0,1.0,26.0,1
4237,Kanakpura Road,700.0,2.0,36.0,2
4238,Kanakpura Road,1622.0,3.0,95.0,3
4243,Kannamangala,957.0,2.0,58.0,2
4244,Kannamangala,957.0,2.0,56.0,2
4245,Kannamangala,3000.0,4.0,200.0,4
4246,Kannamangala,1536.0,3.0,89.0,3
4247,Kannamangala,2400.0,4.0,130.0,4
4248,Kannamangala,1574.0,3.0,93.34,3
4249,Kannamangala,957.0,2.0,52.5,2
4250,Kannamangala,1536.0,3.0,104.0,3
4251,Kannamangala,957.0,2.0,54.5,2
4252,Kannamangala,2422.0,4.0,135.0,4
4253,Kannamangala,957.0,2.0,55.0,2
4254,Kannamangala,957.0,2.0,56.0,2
4255,Karuna Nagar,2500.0,3.0,180.0,3
4256,Karuna Nagar,2500.0,3.0,190.0,3
4257,Karuna Nagar,1962.0,3.0,175.0,3
4258,Karuna Nagar,1057.0,2.0,65.0,2
4259,Karuna Nagar,1354.0,2.0,98.0,3
4260,Karuna Nagar,1945.0,3.0,115.0,3
4261,Karuna Nagar,1960.0,3.0,165.0,3
4262,Kasavanhalli,1060.0,2.0,58.06,2
4263,Kasavanhalli,1563.05,3.0,105.0,3
4264,Kasavanhalli,1717.0,3.0,99.0,3
4266,Kasavanhalli,3260.0,4.0,240.0,4
4267,Kasavanhalli,1349.0,2.0,78.0,2
4268,Kasavanhalli,1121.0,2.0,78.0,2
4269,Kasavanhalli,1100.0,2.0,50.0,2
4271,Kasavanhalli,1200.0,2.0,78.0,2
4274,Kasavanhalli,1476.0,3.0,89.0,3
4276,Kasavanhalli,1200.0,2.0,50.0,2
4277,Kasavanhalli,1719.0,3.0,116.0,3
4278,Kasavanhalli,1115.0,2.0,50.0,2
4279,Kasavanhalli,1125.0,2.0,61.2,2
4280,Kasavanhalli,2170.0,3.0,151.0,3
4283,Kasavanhalli,1476.0,3.0,95.0,3
4284,Kasavanhalli,1200.0,2.0,50.3,2
4286,Kasavanhalli,1787.0,3.0,123.0,3
4287,Kasavanhalli,1090.0,2.0,59.8,2
4288,Kasavanhalli,1691.0,3.0,104.0,3
4289,Kasavanhalli,4260.0,4.0,272.0,4
4290,Kasavanhalli,2111.0,4.0,120.0,3
4292,Kasavanhalli,950.0,2.0,39.0,2
4297,Kasavanhalli,770.0,1.0,43.82,1
4298,Kasavanhalli,1147.0,2.0,60.0,2
4299,Kasavanhalli,1375.0,2.0,72.0,2
4301,Kasavanhalli,1200.0,2.0,60.0,2
4302,Kasavanhalli,4260.0,4.0,333.0,4
4303,Kasavanhalli,1495.0,2.0,83.0,2
4304,Kasavanhalli,4000.0,4.0,325.0,4
4305,Kasavanhalli,1225.0,2.0,69.0,3
4306,Kasavanhalli,1917.0,3.0,132.0,3
4307,Kasavanhalli,1375.0,2.0,78.0,2
4308,Kasavanhalli,4408.0,4.0,344.0,4
4309,Kasavanhalli,1309.0,2.0,95.0,2
4310,Kasavanhalli,1476.0,3.0,105.0,3
4311,Kasavanhalli,1158.0,2.0,67.0,2
4312,Kasavanhalli,1214.0,2.0,67.0,2
4313,Kasavanhalli,2110.0,4.0,120.0,3
4314,Kasavanhalli,1495.0,2.0,110.0,2
4315,Kasavanhalli,1575.0,2.0,85.0,2
4316,Kasavanhalli,1069.0,2.0,55.0,2
4317,Kasavanhalli,1100.0,2.0,68.0,2
4318,Kasavanhalli,1715.0,3.0,112.0,3
4319,Kasavanhalli,1100.0,2.0,65.0,2
4320,Kasavanhalli,1230.0,2.0,66.25,2
4321,Kasavanhalli,1819.0,3.0,150.0,3
4324,Kasavanhalli,1585.0,2.0,90.0,2
4325,Kasavanhalli,1245.0,2.0,80.0,2
4326,Kasavanhalli,2035.0,3.0,142.0,3
4327,Kasavanhalli,1747.0,3.0,110.0,3
4328,Kasavanhalli,1377.0,2.0,80.0,2
4329,Kasavanhalli,1181.0,2.0,61.0,2
4330,Kasavanhalli,1121.0,2.0,75.0,2
4331,Kasturi Nagar,1925.0,3.0,125.0,3
4332,Kasturi Nagar,1567.0,2.0,92.0,2
4335,Kasturi Nagar,1080.0,2.0,80.0,2
4336,Kasturi Nagar,1101.0,2.0,65.0,2
4338,Kasturi Nagar,1896.0,3.0,125.0,4
4339,Kasturi Nagar,1100.0,2.0,58.0,2
4340,Kasturi Nagar,1570.0,3.0,110.0,3
4341,Kasturi Nagar,1000.0,2.0,58.0,2
4342,Kasturi Nagar,1101.0,2.0,66.0,2
4343,Kasturi Nagar,2507.0,4.0,155.0,4
4344,Kathriguppe,1400.0,2.0,77.0,3
4345,Kathriguppe,1250.0,2.0,68.75,3
4346,Kathriguppe,1245.0,2.0,68.48,3
4347,Kathriguppe,1350.0,2.0,87.01,3
4348,Kathriguppe,1350.0,2.0,80.99,3
4349,Kathriguppe,1365.0,2.0,75.08,3
4350,Kathriguppe,1300.0,3.0,77.99,3
4351,Kathriguppe,1350.0,2.0,80.99,3
4352,Kathriguppe,1390.0,2.0,76.45,3
4353,Kathriguppe,1350.0,3.0,78.3,3
4354,Kathriguppe,1250.0,2.0,68.75,3
4355,Kathriguppe,1300.0,3.0,77.99,3
4356,Kathriguppe,1335.0,2.0,73.43,3
4357,Kathriguppe,1300.0,3.0,77.99,3
4358,Kathriguppe,1300.0,3.0,77.99,3
4359,Kathriguppe,1335.0,2.0,73.43,3
4360,Kathriguppe,1350.0,3.0,80.99,3
4361,Kathriguppe,1250.0,2.0,68.75,2
4362,Kathriguppe,1350.0,3.0,80.99,3
4363,Kaval Byrasandra,1200.0,2.0,52.0,2
4364,Kaval Byrasandra,1020.0,2.0,52.0,2
4365,Kaval Byrasandra,1200.0,2.0,49.5,2
4366,Kaval Byrasandra,945.0,2.0,50.0,2
4367,Kaval Byrasandra,1060.0,2.0,45.0,2
4368,Kaval Byrasandra,1100.0,2.0,46.0,2
4369,Kaval Byrasandra,1185.0,2.0,49.0,2
4370,Kaval Byrasandra,997.0,2.0,53.0,2
4371,Kaval Byrasandra,1060.0,2.0,42.0,2
4372,Kaval Byrasandra,480.0,1.0,25.0,1
4373,Kaval Byrasandra,1125.0,2.0,41.5,2
4374,Kaval Byrasandra,1180.0,2.0,60.0,2
4375,Kaval Byrasandra,1450.0,3.0,75.0,3
4376,Kaval Byrasandra,1066.0,2.0,55.0,2
4377,Kaval Byrasandra,1025.0,2.0,60.0,2
4378,Kaval Byrasandra,1400.0,3.0,75.0,3
4379,Kenchenahalli,1015.0,2.0,58.0,2
4380,Kenchenahalli,715.0,1.0,45.0,1
4381,Kenchenahalli,1150.0,2.0,58.0,2
4382,Kenchenahalli,1280.0,2.0,69.0,3
4384,Kenchenahalli,870.0,1.0,45.0,2
4385,Kenchenahalli,1150.0,2.0,60.0,2
4386,Kenchenahalli,700.0,1.0,35.0,1
4387,Kenchenahalli,1060.0,2.0,52.0,2
4388,Kenchenahalli,1150.0,2.0,57.0,2
4389,Kenchenahalli,1720.0,3.0,100.0,3
4390,Kenchenahalli,1015.0,2.0,60.0,2
4392,Kengeri,750.0,2.0,38.0,2
4394,Kengeri,1197.0,2.0,50.0,2
4395,Kengeri,1200.0,2.0,58.0,2
4397,Kengeri,726.0,2.0,31.0,2
4399,Kengeri,1025.0,2.0,57.0,2
4401,Kengeri,1082.0,2.0,49.0,3
4404,Kengeri,750.0,2.0,36.0,2
4405,Kengeri,963.0,2.0,40.0,2
4407,Kengeri,726.0,2.0,35.0,2
4408,Kengeri,416.0,1.0,19.5,1
4409,Kengeri,900.0,2.0,45.0,2
4412,Kengeri,502.0,1.0,25.0,1
4414,Kengeri,1200.0,3.0,67.0,3
4415,Kengeri,725.0,2.0,30.0,2
4416,Kengeri,500.0,1.0,17.0,1
4417,Kengeri,540.0,1.0,22.5,1
4418,Kengeri,750.0,2.0,35.5,2
4419,Kengeri,1741.0,3.0,80.0,3
4421,Kengeri,1200.0,2.0,58.0,2
4424,Kengeri,750.0,2.0,36.5,2
4426,Kengeri,416.0,1.0,18.0,1
4428,Kengeri,883.0,2.0,49.0,2
4429,Kengeri,1052.0,2.0,51.0,2
4430,Kengeri,1220.0,2.0,63.0,2
4431,Kengeri,1150.0,1.0,52.0,1
4432,Kengeri,1192.0,2.0,53.5,2
4434,Kengeri,750.0,2.0,40.0,2
4435,Kengeri,1035.0,2.0,51.5,2
4436,Kengeri,3000.0,5.0,130.0,8
4437,Kengeri,410.0,1.0,15.0,1
4438,Kengeri,416.0,1.0,17.19,1
4441,Kengeri,2500.0,4.0,100.0,5
4442,Kengeri,550.0,1.0,16.75,1
4443,Kengeri Satellite Town,890.0,2.0,35.0,2
4444,Kengeri Satellite Town,883.0,2.0,45.0,2
4445,Kengeri Satellite Town,1415.0,2.0,66.0,3
4446,Kengeri Satellite Town,930.0,1.0,30.0,1
4447,Kengeri Satellite Town,1635.0,2.0,78.0,3
4448,Kengeri Satellite Town,1050.0,2.0,43.0,2
4449,Kengeri Satellite Town,1007.0,2.0,42.0,2
4450,Kengeri Satellite Town,635.0,1.0,22.0,2
4451,Kengeri Satellite Town,818.0,2.0,26.0,2
4452,Kengeri Satellite Town,1030.0,2.0,50.0,2
4453,Kengeri Satellite Town,1200.0,2.0,65.0,2
4454,Kengeri Satellite Town,795.0,2.0,32.0,2
4455,Kengeri Satellite Town,1302.5,2.0,44.285,2
4456,Kengeri Satellite Town,800.0,2.0,40.0,2
4457,Kengeri Satellite Town,654.0,1.0,22.0,1
4458,Kengeri Satellite Town,1060.0,2.0,42.0,2
4459,Kengeri Satellite Town,750.0,2.0,33.0,2
4460,Kengeri Satellite Town,920.0,2.0,39.0,2
4461,Kengeri Satellite Town,985.0,2.0,42.0,2
4462,Kengeri Satellite Town,410.0,1.0,15.0,1
4463,Kengeri Satellite Town,1120.0,2.0,49.0,2
4465,Kengeri Satellite Town,1110.0,2.0,43.0,2
4466,Kengeri Satellite Town,1170.0,2.0,50.0,2
4467,Kengeri Satellite Town,777.4,2.0,25.0,2
4468,Kengeri Satellite Town,800.0,2.0,32.0,2
4469,Kereguddadahalli,950.0,2.0,32.0,2
4470,Kereguddadahalli,1400.0,2.0,48.0,3
4471,Kereguddadahalli,800.0,2.0,28.0,2
4472,Kereguddadahalli,904.0,2.0,30.0,2
4474,Kereguddadahalli,1000.0,2.0,30.0,2
4475,Kereguddadahalli,1240.0,3.0,41.0,3
4476,Kereguddadahalli,600.0,1.0,19.5,1
4477,Kereguddadahalli,1080.0,2.0,32.0,2
4478,Kereguddadahalli,1000.0,2.0,34.0,2
4481,Kereguddadahalli,1015.0,2.0,35.0,2
4482,Kodichikkanahalli,1190.0,2.0,57.0,3
4483,Kodichikkanahalli,995.0,2.0,41.0,2
4485,Kodichikkanahalli,1495.0,2.0,75.0,3
4486,Kodichikkanahalli,1125.0,2.0,52.0,2
4487,Kodichikkanahalli,1150.0,2.0,48.0,2
4488,Kodichikkanahalli,1070.0,2.0,43.0,2
4489,Kodichikkanahalli,1620.0,2.0,85.0,3
4491,Kodichikkanahalli,1026.0,2.0,45.0,2
4493,Kodichikkanahalli,450.0,1.0,18.0,1
4494,Kodichikkanahalli,907.0,2.0,38.5,2
4495,Kodichikkanahalli,1181.0,2.0,57.0,2
4496,Kodichikkanahalli,900.0,2.0,42.0,2
4498,Kodichikkanahalli,1400.0,3.0,66.0,3
4499,Kodichikkanahalli,976.0,2.0,50.0,2
4500,Kodichikkanahalli,2700.0,4.0,125.0,5
4501,Kodichikkanahalli,1299.0,2.0,58.0,2
4502,Kodigehaali,1166.0,2.0,55.0,2
4503,Kodigehaali,1320.0,3.0,65.0,3
4504,Kodigehaali,1117.0,2.0,56.0,2
4505,Kodigehaali,1200.0,2.0,55.0,2
4506,Kodigehaali,1200.0,2.0,60.0,2
4507,Kodigehaali,2120.0,3.0,177.0,3
4508,Kodigehaali,1013.0,2.0,51.0,2
4509,Kodigehaali,1324.0,3.0,65.0,3
4510,Kodigehaali,965.0,2.0,38.0,2
4511,Kodigehaali,866.0,2.0,32.0,2
4512,Kodigehaali,1442.0,3.0,80.0,3
4513,Kodigehalli,1270.0,2.0,98.0,2
4514,Kodigehalli,1200.0,2.0,48.0,2
4515,Kodigehalli,655.0,1.0,53.0,1
4516,Kodigehalli,1820.0,3.0,150.0,3
4517,Kodigehalli,635.0,1.0,28.0,2
4518,Kodigehalli,1200.0,4.0,156.0,3
4519,Kodihalli,3252.0,5.0,335.0,4
4520,Kodihalli,2700.0,4.0,270.0,3
4521,Kodihalli,2392.0,4.0,260.0,3
4522,Kodihalli,2408.0,4.0,260.0,3
4523,Kodihalli,2500.0,4.0,260.0,3
4524,Kodihalli,1620.0,3.0,130.0,3
4525,Kodihalli,3260.0,5.0,388.0,4
4526,Kodihalli,3197.0,5.0,335.0,4
4527,Kodihalli,1490.0,2.0,150.0,2
4528,Kogilu,1909.0,3.0,88.0,3
4530,Kogilu,1170.0,2.0,51.99,2
4531,Kogilu,650.0,2.0,28.0,2
4532,Kogilu,1140.0,2.0,50.66,2
4533,Kogilu,1200.0,2.0,53.33,2
4534,Kogilu,1934.0,3.0,150.0,3
4535,Kogilu,540.0,1.0,36.0,1
4536,Kogilu,1559.0,3.0,127.0,3
4537,Kogilu,1190.0,2.0,50.66,2
4538,Kogilu,1140.0,2.0,50.66,2
4539,Kogilu,1559.0,3.0,120.0,3
4540,Kogilu,700.0,1.0,30.84,1
4541,Kogilu,1250.0,2.0,55.55,2
4542,Kogilu,1200.0,2.0,53.33,2
4543,Kogilu,952.0,2.0,49.0,2
4544,Kogilu,700.0,1.0,30.84,1
4545,Kogilu,1250.0,2.0,55.55,2
4546,Kogilu,2456.0,7.0,85.0,7
4547,Kogilu,1140.0,2.0,50.66,2
4548,Kogilu,1140.0,2.0,50.66,2
4549,Konanakunte,2791.0,3.0,223.0,3
4550,Konanakunte,884.0,1.0,58.0,2
4551,Konanakunte,1200.0,4.0,125.0,4
4552,Konanakunte,1200.0,2.0,130.0,4
4553,Konanakunte,2400.0,2.0,180.0,3
4555,Konanakunte,1423.0,2.0,85.0,3
4556,Koramangala,1320.0,2.0,165.0,2
4557,Koramangala,1253.0,2.0,102.0,2
4558,Koramangala,1580.0,3.0,160.0,3
4560,Koramangala,3500.0,5.0,425.0,4
4561,Koramangala,1005.0,1.0,110.0,2
4562,Koramangala,2292.0,4.0,275.0,3
4564,Koramangala,1290.0,2.0,100.0,2
4565,Koramangala,1300.0,2.0,110.0,2
4567,Koramangala,1325.0,2.0,119.0,2
4568,Koramangala,1140.0,2.0,75.2,2
4569,Koramangala,1260.0,2.0,100.0,2
4570,Koramangala,1975.0,3.0,210.0,3
4571,Koramangala,1900.0,2.0,200.0,2
4573,Koramangala,2292.0,3.0,286.0,3
4574,Koramangala,2300.0,3.0,290.0,3
4579,Koramangala,1320.0,2.0,150.0,2
4580,Koramangala,1320.0,2.0,110.0,2
4581,Koramangala,5985.0,4.0,775.0,4
4584,Koramangala,2246.0,3.0,300.0,3
4587,Koramangala,1083.0,2.0,100.0,2
4588,Koramangala,1744.0,3.0,200.0,3
4589,Koramangala,1180.0,2.0,128.0,2
4590,Koramangala,1320.0,2.0,160.0,2
4591,Koramangala,1370.0,2.0,125.0,2
4592,Koramangala,1100.0,2.0,85.0,2
4593,Koramangala,1249.0,2.0,165.0,2
4594,Koramangala,1200.0,2.0,100.0,2
4596,Koramangala,2223.0,3.0,300.0,3
4597,Koramangala,1744.0,4.0,210.0,3
4598,Koramangala,1866.0,4.0,245.0,3
4599,Koramangala,1320.0,2.0,160.0,2
4600,Koramangala,1350.0,2.0,103.0,2
4601,Koramangala,6000.0,4.0,625.0,4
4603,Koramangala,1320.0,2.0,160.0,2
4604,Koramangala,1710.0,3.0,210.0,3
4605,Koramangala,1355.0,2.0,95.0,2
4606,Koramangala,1600.0,3.0,170.0,3
4607,Koramangala,1260.0,2.0,100.0,2
4610,Kothannur,1206.0,2.0,48.23,2
4612,Kothannur,1100.0,2.0,40.0,2
4613,Kothannur,1197.0,2.0,47.88,2
4614,Kothannur,1197.0,2.0,47.8,2
4615,Kothannur,1070.0,2.0,42.79,2
4618,Kothannur,1070.0,2.0,38.6,2
4619,Kothannur,1485.0,2.0,59.4,3
4620,Kothannur,1215.0,2.0,48.6,3
4621,Kothannur,1404.0,2.0,56.15,3
4622,Kothanur,1200.0,2.0,51.0,2
4623,Kothanur,2400.0,2.0,150.0,3
4624,Kothanur,1828.0,3.0,110.0,3
4625,Kothanur,1186.0,2.0,58.0,2
4627,Kothanur,1847.0,3.0,105.0,3
4629,Kothanur,9600.0,5.0,550.0,5
4630,Kothanur,1435.0,3.0,70.0,3
4631,Kothanur,1187.0,2.0,58.0,2
4632,Kothanur,1847.0,3.0,110.0,3
4633,Kothanur,1460.0,3.0,71.0,3
4634,Kothanur,1185.0,2.0,59.0,2
4635,Kothanur,1436.0,3.0,70.0,3
4636,Kothanur,1462.0,3.0,71.0,3
4637,Kothanur,1790.0,3.0,105.0,3
4639,Kothanur,1070.0,2.0,45.5,2
4641,Kothanur,1145.0,2.0,56.0,2
4642,Kothanur,3401.0,5.0,230.0,4
4643,Kothanur,1455.0,2.0,69.0,2
4644,Kothanur,627.0,1.0,30.0,1
4645,Kothanur,1302.0,2.0,68.5,2
4646,Kothanur,1760.0,3.0,111.0,3
4647,Kothanur,1185.0,2.0,58.0,2
4648,Kothanur,1500.0,1.0,75.0,1
4649,Kothanur,1075.0,2.0,53.0,2
4650,Kothanur,1790.0,3.0,97.0,3
4651,Kothanur,2700.0,4.0,175.0,4
4652,Kothanur,1786.0,2.0,106.0,3
4653,Kothanur,1787.0,3.0,107.0,3
4654,Kothanur,1141.0,2.0,54.0,2
4655,Kothanur,1760.0,3.0,110.0,3
4657,Kothanur,1160.0,2.0,57.0,2
4658,Kothanur,1095.0,2.0,55.0,2
4659,Kothanur,1142.0,2.0,56.0,2
4660,Kothanur,1074.0,2.0,54.0,2
4661,Kothanur,1285.0,2.0,60.0,2
4662,Kothanur,1075.0,2.0,53.0,2
4663,Kothanur,1140.0,2.0,56.0,2
4664,Kothanur,1400.0,2.0,70.0,2
4667,Kothanur,1140.0,2.0,56.0,2
4668,Kothanur,1787.0,3.0,120.0,3
4669,Kothanur,1185.0,2.0,59.0,2
4671,Kothanur,1790.0,3.0,105.0,3
4672,Kothanur,1130.0,2.0,55.0,2
4673,Kothanur,1094.0,2.0,54.0,2
4674,Kothanur,1170.0,3.0,80.0,3
4675,Kothanur,1400.0,2.0,65.0,2
4676,Kothanur,1195.0,2.0,59.0,2
4677,Kothanur,1790.0,3.0,120.0,3
4678,Kothanur,1454.0,3.0,71.5,3
4679,Kudlu,1152.0,2.0,53.5,2
4680,Kudlu,1027.0,2.0,43.0,2
4681,Kudlu,1092.0,2.0,44.0,2
4682,Kudlu,1027.0,2.0,43.0,2
4683,Kudlu,1092.0,2.0,44.0,2
4684,Kudlu,1143.0,2.0,55.0,2
4686,Kudlu,1024.0,2.0,44.0,2
4688,Kudlu,1600.0,3.0,79.0,3
4689,Kudlu,1027.0,2.0,42.0,2
4690,Kudlu,1076.0,2.0,50.0,2
4691,Kudlu,1027.0,2.0,44.0,2
4692,Kudlu,1084.0,2.0,53.0,2
4693,Kudlu,1300.0,2.0,56.0,2
4694,Kudlu,1027.0,2.0,44.0,2
4695,Kudlu,1245.0,2.0,60.0,3
4696,Kudlu,1027.0,2.0,44.0,2
4697,Kudlu,1110.0,2.0,46.0,2
4698,Kudlu,2100.0,3.0,114.0,4
4699,Kudlu,1027.0,2.0,44.0,2
4700,Kudlu,720.0,1.0,33.0,1
4701,Kudlu,1027.0,2.0,44.0,2
4702,Kudlu,1162.0,2.0,52.0,2
4703,Kudlu,1041.0,2.0,53.0,2
4704,Kudlu Gate,1535.0,3.0,83.0,3
4705,Kudlu Gate,1535.0,3.0,85.0,3
4707,Kudlu Gate,1535.0,3.0,86.0,3
4708,Kudlu Gate,1564.0,2.0,92.0,3
4710,Kudlu Gate,1238.0,2.0,55.0,2
4711,Kudlu Gate,1707.0,2.6926096474673513,99.745,3
4712,Kudlu Gate,1335.0,3.0,89.0,3
4713,Kudlu Gate,703.0,1.0,52.0,1
4714,Kudlu Gate,1535.0,3.0,86.0,3
4715,Kudlu Gate,1532.0,3.0,83.0,3
4716,Kudlu Gate,1113.0,2.0,50.0,2
4718,Kudlu Gate,1185.0,2.0,50.0,2
4722,Kudlu Gate,1215.0,2.0,45.0,2
4723,Kudlu Gate,812.0,2.0,38.25,2
4724,Kudlu Gate,1547.0,2.0,103.0,2
4725,Kudlu Gate,1336.0,2.0,86.0,2
4726,Kudlu Gate,1919.0,3.0,121.0,3
4727,Kudlu Gate,1464.0,3.0,56.0,2
4728,Kudlu Gate,1535.0,3.0,85.0,3
4729,Kudlu Gate,1850.0,3.0,120.0,3
4730,Kudlu Gate,940.0,2.0,69.57,2
4731,Kudlu Gate,1215.0,2.0,44.96,2
4732,Kudlu Gate,1164.0,2.0,75.0,2
4734,Kudlu Gate,1183.0,2.0,79.54,2
4735,Kudlu Gate,1850.0,3.0,110.0,3
4737,Kudlu Gate,1183.0,2.0,79.54,2
4738,Kudlu Gate,1200.0,2.0,44.4,2
4740,Kudlu Gate,1310.0,2.0,53.0,2
4741,Kumaraswami Layout,2000.0,4.0,139.0,4
4742,Kumaraswami Layout,1000.0,2.0,48.5,2
4743,Kumaraswami Layout,1000.0,2.0,58.0,2
4744,Kumaraswami Layout,2400.0,7.0,125.0,7
4745,Kumaraswami Layout,2400.0,2.0,125.0,3
4746,Kumaraswami Layout,1310.0,2.0,70.0,3
4747,Kumaraswami Layout,850.0,1.0,78.0,1
4748,Kumaraswami Layout,3200.0,7.0,150.0,7
4749,Kumaraswami Layout,1310.0,2.0,85.0,3
4750,Kumaraswami Layout,2450.0,3.0,110.0,4
4751,Kumaraswami Layout,3100.0,7.0,145.0,7
4752,Kumaraswami Layout,1200.0,3.0,75.0,3
4753,Kumaraswami Layout,1081.0,2.0,60.0,2
